,,,,bench,,,strat
2014-10-17,0.557272874,,2015-10-30,0.680447295,,2015-10-30,1.334663324
2014-10-20,0.566415531,,2015-11-02,0.649192453,,2015-11-02,1.315282298
2014-10-21,0.585990018,,2015-11-03,0.613789793,,2015-11-03,1.282607706
2014-10-22,0.578690688,,2015-11-04,0.637272613,,2015-11-04,1.302545159
2014-10-23,0.590994065,,2015-11-05,0.659244761,,2015-11-05,1.323385158
2014-10-24,0.598047515,,2015-11-06,0.604995198,,2015-11-06,1.268787974
2014-10-27,0.596545946,,2015-11-09,0.614817927,,2015-11-09,1.268787974
2014-10-28,0.608485019,,2015-11-10,0.613307332,,2015-11-10,1.268787974
2014-10-29,0.607099664,,2015-11-11,0.529172997,,2015-11-11,1.181425553
2014-10-30,0.613329788,,2015-11-12,0.543163372,,2015-11-12,1.181425553
2014-10-31,0.625061182,,2015-11-13,0.554370737,,2015-11-13,1.181425553
2014-11-03,0.62494226,,2015-11-16,0.539467472,,2015-11-16,1.181425553
2014-11-04,0.622112418,,2015-11-17,0.540806851,,2015-11-17,1.181425553
2014-11-05,0.627812915,,2015-11-18,0.5246444,,2015-11-18,1.181425553
2014-11-06,0.631588429,,2015-11-19,0.525767509,,2015-11-19,1.181425553
2014-11-07,0.631938015,,2015-11-20,0.521957313,,2015-11-20,1.181425553
2014-11-10,0.6350582,,2015-11-23,0.518033989,,2015-11-23,1.176267368
2014-11-11,0.635754894,,2015-11-24,0.530292809,,2015-11-24,1.189748184
2014-11-12,0.635053777,,2015-11-25,0.52087218,,2015-11-25,1.180198423
2014-11-13,0.635583622,,2015-11-27,0.526132488,,2015-11-27,1.186052348
2014-11-14,0.635823892,,2015-11-30,0.573224771,,2015-11-30,1.228503634
2014-11-17,0.636559251,,2015-12-01,0.523135298,,2015-12-01,1.189094735
2014-11-18,0.641693234,,2015-12-02,0.460626718,,2015-12-02,1.115590462
2014-11-19,0.640192075,,2015-12-03,0.475000245,,2015-12-03,1.115590462
2014-11-20,0.642159171,,2015-12-04,0.454474576,,2015-12-04,1.115590462
2014-11-21,0.647396049,,2015-12-07,0.432021718,,2015-12-07,1.0861481
2014-11-24,0.650260072,,2015-12-08,0.438511619,,2015-12-08,1.0861481
2014-11-25,0.649110042,,2015-12-09,0.446250604,,2015-12-09,1.0861481
2014-11-26,0.651916024,,2015-12-10,0.443999217,,2015-12-10,1.0861481
2014-11-28,0.649373597,,2015-12-11,0.463421984,,2015-12-11,1.0861481
2014-12-01,0.642544234,,2015-12-14,0.458666425,,2015-12-14,1.0861481
2014-12-02,0.648928696,,2015-12-15,0.448047863,,2015-12-15,1.0861481
2014-12-03,0.652693438,,2015-12-16,0.433532894,,2015-12-16,1.0861481
2014-12-04,0.651531542,,2015-12-17,0.448573415,,2015-12-17,1.0861481
2014-12-05,0.653196759,,2015-12-18,0.466370635,,2015-12-18,1.0861481
2014-12-08,0.645940194,,2015-12-21,0.458592232,,2015-12-21,1.0861481
2014-12-09,0.64570237,,2015-12-22,0.449775496,,2015-12-22,1.0861481
2014-12-10,0.629351401,,2015-12-23,0.428173543,,2015-12-23,1.076964215
2014-12-11,0.63388709,,2015-12-24,0.440574687,,2015-12-24,1.087766723
2014-12-12,0.617673503,,2015-12-28,0.442753246,,2015-12-28,1.087766723
2014-12-15,0.611330917,,2015-12-29,0.432123484,,2015-12-29,1.087766723
2014-12-16,0.602841894,,2015-12-30,0.439340712,,2015-12-30,1.087766723
2014-12-17,0.62319431,,2015-12-31,0.448752625,,2015-12-31,1.087766723
2014-12-18,0.647209514,,2016-01-04,0.464056356,,2016-01-04,1.087766723
2014-12-19,0.651779563,,2016-01-05,0.46204413,,2016-01-05,1.087766723
2014-12-22,0.655590027,,2016-01-06,0.475159527,,2016-01-06,1.087766723
2014-12-23,0.657336389,,2016-01-07,0.49885997,,2016-01-07,1.087766723
2014-12-24,0.657197092,,2016-01-08,0.509698345,,2016-01-08,1.087766723
2014-12-26,0.660506667,,2016-01-11,0.508845072,,2016-01-11,1.087766723
2014-12-29,0.661368441,,2016-01-12,0.501042274,,2016-01-12,1.087766723
2014-12-30,0.656479837,,2016-01-13,0.526007726,,2016-01-13,1.087766723
2014-12-31,0.646168978,,2016-01-14,0.509311821,,2016-01-14,1.087766723
2015-01-02,0.645829014,,2016-01-15,0.530910919,,2016-01-15,1.087766723
2015-01-05,0.627550909,,2016-01-19,0.530379097,,2016-01-19,1.087766723
2015-01-06,0.618657437,,2016-01-20,0.542072952,,2016-01-20,1.087766723
2015-01-07,0.63028728,,2016-01-21,0.536877514,,2016-01-21,1.087766723
2015-01-08,0.648175561,,2016-01-22,0.516593813,,2016-01-22,1.087766723
2015-01-09,0.63977175,,2016-01-25,0.532231795,,2016-01-25,1.087766723
2015-01-12,0.631678065,,2016-01-26,0.518087459,,2016-01-26,1.087766723
2015-01-13,0.629099509,,2016-01-27,0.528950943,,2016-01-27,1.087766723
2015-01-14,0.623286442,,2016-01-28,0.523422366,,2016-01-28,1.087766723
2015-01-15,0.614038566,,2016-01-29,0.498662149,,2016-01-29,1.087766723
2015-01-16,0.627462766,,2016-02-01,0.499105385,,2016-02-01,1.087766723
2015-01-20,0.629012718,,2016-02-02,0.517848476,,2016-02-02,1.087766723
2015-01-21,0.633744342,,2016-02-03,0.512856437,,2016-02-03,1.087766723
2015-01-22,0.649014064,,2016-02-04,0.511329705,,2016-02-04,1.087766723
2015-01-23,0.643522541,,2016-02-05,0.529810951,,2016-02-05,1.087766723
2015-01-26,0.646091002,,2016-02-08,0.543964887,,2016-02-08,1.087766723
2015-01-27,0.63270314,,2016-02-09,0.544628507,,2016-02-09,1.087766723
2015-01-28,0.61920753,,2016-02-10,0.544817457,,2016-02-10,1.087766723
2015-01-29,0.628742216,,2016-02-11,0.557118619,,2016-02-11,1.087766723
2015-01-30,0.61575025,,2016-02-12,0.537600569,,2016-02-12,1.087766723
2015-02-02,0.628712714,,2016-02-16,0.521083915,,2016-02-16,1.087766723
2015-02-03,0.643152209,,2016-02-17,0.506863307,,2016-02-17,1.090026553
2015-02-04,0.638996163,,2016-02-18,0.538304668,,2016-02-18,1.116802201
2015-02-05,0.64928757,,2016-02-19,0.595152003,,2016-02-19,1.173623502
2015-02-06,0.645869398,,2016-02-22,0.530567935,,2016-02-22,1.123493632
2015-02-09,0.641622203,,2016-02-23,0.548764664,,2016-02-23,1.129235989
2015-02-10,0.652297764,,2016-02-24,0.57912651,,2016-02-24,1.164037623
2015-02-11,0.652268731,,2016-02-25,0.553064573,,2016-02-25,1.149323961
2015-02-12,0.661913237,,2016-02-26,0.538401408,,2016-02-26,1.132790681
2015-02-13,0.665987976,,2016-02-29,0.633561371,,2016-02-29,1.219829667
2015-02-17,0.66758555,,2016-03-01,0.626404926,,2016-03-01,1.236542015
2015-02-18,0.667271241,,2016-03-02,0.654204731,,2016-03-02,1.268436128
2015-02-19,0.666209184,,2016-03-03,0.638580408,,2016-03-03,1.256310546
2015-02-20,0.672335717,,2016-03-04,0.631905082,,2016-03-04,1.252941112
2015-02-23,0.672032378,,2016-03-07,0.591899082,,2016-03-07,1.213820126
2015-02-24,0.674791149,,2016-03-08,0.616961759,,2016-03-08,1.227642695
2015-02-25,0.674025425,,2016-03-09,0.629261869,,2016-03-09,1.244995199
2015-02-26,0.672549397,,2016-03-10,0.680519369,,2016-03-10,1.296408503
2015-02-27,0.669593093,,2016-03-11,0.679882848,,2016-03-11,1.312167482
2015-03-02,0.675718012,,2016-03-14,0.666998213,,2016-03-14,1.298021875
2015-03-03,0.671179469,,2016-03-15,0.70516929,,2016-03-15,1.334356011
2015-03-04,0.666790966,,2016-03-16,0.728823116,,2016-03-16,1.363610188
2015-03-05,0.667987046,,2016-03-17,0.730038685,,2016-03-17,1.371420993
2015-03-06,0.6538131,,2016-03-18,0.753620124,,2016-03-18,1.399408076
2015-03-09,0.657757521,,2016-03-21,0.765618798,,2016-03-21,1.412392327
2015-03-10,0.640796191,,2016-03-22,0.718532611,,2016-03-22,1.364428753
2015-03-11,0.638878511,,2016-03-23,0.730130369,,2016-03-23,1.369640479
2015-03-12,0.651479951,,2016-03-24,0.744550306,,2016-03-24,1.383682345
2015-03-13,0.64540524,,2016-03-28,0.80195141,,2016-03-28,1.441628705
2015-03-16,0.658938911,,2016-03-29,0.817701855,,2016-03-29,1.466195801
2015-03-17,0.655618737,,2016-03-30,0.80647253,,2016-03-30,1.459316792
2015-03-18,0.667777159,,2016-03-31,0.837603959,,2016-03-31,1.488408462
2015-03-19,0.662904579,,2016-04-01,0.803580775,,2016-04-01,1.460716192
2015-03-20,0.671917334,,2016-04-04,0.749035895,,2016-04-04,1.40296299
2015-03-23,0.670171603,,2016-04-05,0.825511202,,2016-04-05,1.469293805
2015-03-24,0.664032181,,2016-04-06,0.722090236,,2016-04-06,1.376380458
2015-03-25,0.649473275,,2016-04-07,0.7609757,,2016-04-07,1.403290136
2015-03-26,0.647095775,,2016-04-08,0.743184896,,2016-04-08,1.38828591
2015-03-27,0.649464337,,2016-04-11,0.778750256,,2016-04-11,1.421111483
2015-03-30,0.661700982,,2016-04-12,0.819565895,,2016-04-12,1.471589257
2015-03-31,0.652905207,,2016-04-13,0.812887474,,2016-04-13,1.474950973
2015-04-01,0.648939835,,2016-04-14,0.825919079,,2016-04-14,1.488155505
2015-04-02,0.652469502,,2016-04-15,0.889537132,,2016-04-15,1.550789273
2015-04-06,0.659078317,,2016-04-18,0.874209726,,2016-04-18,1.542002892
2015-04-07,0.657016413,,2016-04-19,0.86576971,,2016-04-19,1.536647362
2015-04-08,0.659698946,,2016-04-20,0.846441511,,2016-04-20,1.518080707
2015-04-09,0.664156428,,2016-04-21,0.876607161,,2016-04-21,1.543052331
2015-04-10,0.669359293,,2016-04-22,0.862901088,,2016-04-22,1.529394117
2015-04-13,0.664778012,,2016-04-25,0.887168262,,2016-04-25,1.551849245
2015-04-14,0.666407771,,2016-04-26,0.914212092,,2016-04-26,1.580765827
2015-04-15,0.671555967,,2016-04-27,0.853331115,,2016-04-27,1.521534203
2015-04-16,0.670777523,,2016-04-28,0.829285309,,2016-04-28,1.488257629
2015-04-17,0.659466278,,2016-04-29,0.896347183,,2016-04-29,1.550256414
2015-04-20,0.668701409,,2016-05-02,0.842680919,,2016-05-02,1.504400097
2015-04-21,0.667220804,,2016-05-03,0.838618705,,2016-05-03,1.491661244
2015-04-22,0.672308284,,2016-05-04,0.846315125,,2016-05-04,1.493420775
2015-04-23,0.674666,,2016-05-05,0.891831258,,2016-05-05,1.5386979
2015-04-24,0.6769188,,2016-05-06,0.911061323,,2016-05-06,1.561102604
2015-04-27,0.672777486,,2016-05-09,0.959613928,,2016-05-09,1.610408706
2015-04-28,0.675546718,,2016-05-10,0.910583121,,2016-05-10,1.573861542
2015-04-29,0.671806383,,2016-05-11,0.931705333,,2016-05-11,1.585422236
2015-04-30,0.661677476,,2016-05-12,0.894910512,,2016-05-12,1.54845795
2015-05-01,0.672600477,,2016-05-13,0.95011604,,2016-05-13,1.595185189
2015-05-04,0.675541226,,2016-05-16,0.896563852,,2016-05-16,1.551429653
2015-05-05,0.663703843,,2016-05-17,0.910235986,,2016-05-17,1.555690491
2015-05-06,0.659248118,,2016-05-18,0.905788048,,2016-05-18,1.551447731
2015-05-07,0.663021931,,2016-05-19,0.94432247,,2016-05-19,1.586275445
2015-05-08,0.676479832,,2016-05-20,0.944926668,,2016-05-20,1.592899147
2015-05-11,0.671390272,,2016-05-23,0.986492831,,2016-05-23,1.632379851
2015-05-12,0.668440634,,2016-05-24,0.991802073,,2016-05-24,1.651370476
2015-05-13,0.668135679,,2016-05-25,0.995069038,,2016-05-25,1.661612181
2015-05-14,0.678914966,,2016-05-26,1.023532765,,2016-05-26,1.689865465
2015-05-15,0.67968338,,2016-05-27,1.020054053,,2016-05-27,1.690673611
2015-05-18,0.682731328,,2016-05-31,1.027842295,,2016-05-31,1.697456589
2015-05-19,0.682087953,,2016-06-01,1.054458295,,2016-06-01,1.725207632
2015-05-20,0.681157437,,2016-06-02,1.056472044,,2016-06-02,1.730046058
2015-05-21,0.683495311,,2016-06-03,1.071965468,,2016-06-03,1.742627668
2015-05-22,0.681261425,,2016-06-06,1.066454596,,2016-06-06,1.742014077
2015-05-26,0.670979445,,2016-06-07,1.058564996,,2016-06-07,1.735413924
2015-05-27,0.680142086,,2016-06-08,1.036250486,,2016-06-08,1.71640898
2015-05-28,0.678875325,,2016-06-09,0.947560278,,2016-06-09,1.626001013
2015-05-29,0.672556856,,2016-06-10,0.806432429,,2016-06-10,1.475697983
2015-06-01,0.674616317,,2016-06-13,0.81454762,,2016-06-13,1.475697983
2015-06-02,0.673607722,,2016-06-14,0.816346505,,2016-06-14,1.475697983
2015-06-03,0.675726592,,2016-06-15,0.818187218,,2016-06-15,1.475697983
2015-06-04,0.667103425,,2016-06-16,0.815054227,,2016-06-16,1.475697983
2015-06-05,0.665667242,,2016-06-17,0.818312192,,2016-06-17,1.475697983
2015-06-08,0.659192732,,2016-06-20,0.812504007,,2016-06-20,1.475697983
2015-06-09,0.659611085,,2016-06-21,0.809791946,,2016-06-21,1.475697983
2015-06-10,0.67165351,,2016-06-22,0.81144351,,2016-06-22,1.475697983
2015-06-11,0.673392136,,2016-06-23,0.798079431,,2016-06-23,1.475697983
2015-06-12,0.666397836,,2016-06-24,0.833999231,,2016-06-24,1.475697983
2015-06-15,0.661775264,,2016-06-27,0.852095733,,2016-06-27,1.475697983
2015-06-16,0.667465121,,2016-06-28,0.834325568,,2016-06-28,1.475697983
2015-06-17,0.669444762,,2016-06-29,0.817292895,,2016-06-29,1.475697983
2015-06-18,0.679347472,,2016-06-30,0.819524813,,2016-06-30,1.491494945
2015-06-19,0.674043971,,2016-07-01,0.807743784,,2016-07-01,1.481662518
2015-06-22,0.680138838,,2016-07-05,0.84199404,,2016-07-05,1.509065298
2015-06-23,0.680774706,,2016-07-06,0.84468187,,2016-07-06,1.51710609
2015-06-24,0.673421409,,2016-07-07,0.911177803,,2016-07-07,1.582730445
2015-06-25,0.670447835,,2016-07-08,0.895743327,,2016-07-08,1.582549319
2015-06-26,0.670057755,,2016-07-11,0.915523117,,2016-07-11,1.605737725
2015-06-29,0.649191561,,2016-07-12,0.92497983,,2016-07-12,1.62220373
2015-06-30,0.651850051,,2016-07-13,0.925541805,,2016-07-13,1.622900473
2015-07-01,0.658786091,,2016-07-14,0.925156404,,2016-07-14,1.627774276
2015-07-02,0.658478068,,2016-07-15,0.943234182,,2016-07-15,1.644923107
2015-07-06,0.654616312,,2016-07-18,0.941703351,,2016-07-18,1.645774572
2015-07-07,0.660697287,,2016-07-19,0.972064882,,2016-07-19,1.674700929
2015-07-08,0.644044538,,2016-07-20,0.939019951,,2016-07-20,1.645926297
2015-07-09,0.64630674,,2016-07-21,0.965448758,,2016-07-21,1.668742575
2015-07-10,0.658645225,,2016-07-22,0.96705424,,2016-07-22,1.674902023
2015-07-13,0.669711275,,2016-07-25,0.979827463,,2016-07-25,1.68466377
2015-07-14,0.674164434,,2016-07-26,1.001625014,,2016-07-26,1.706784105
2015-07-15,0.673429447,,2016-07-27,1.021098611,,2016-07-27,1.725059161
2015-07-16,0.681444128,,2016-07-28,1.054127194,,2016-07-28,1.759693953
2015-07-17,0.682550311,,2016-07-29,1.068777047,,2016-07-29,1.775975115
2015-07-20,0.683321545,,2016-08-01,1.032466328,,2016-08-01,1.738394609
2015-07-21,0.679059855,,2016-08-02,1.064496928,,2016-08-02,1.764063589
2015-07-22,0.676672145,,2016-08-03,1.088664729,,2016-08-03,1.791365333
2015-07-23,0.670996105,,2016-08-04,1.12270581,,2016-08-04,1.825618986
2015-07-24,0.660292777,,2016-08-05,1.136229278,,2016-08-05,1.847745951
2015-07-27,0.654517762,,2016-08-08,1.153337617,,2016-08-08,1.863947124
2015-07-28,0.666903917,,2016-08-09,1.129033503,,2016-08-09,1.840032804
2015-07-29,0.674222712,,2016-08-10,1.137248879,,2016-08-10,1.845383494
2015-07-30,0.674251079,,2016-08-11,1.142458241,,2016-08-11,1.855327444
2015-07-31,0.671979559,,2016-08-12,1.158924763,,2016-08-12,1.870997919
2015-08-03,0.669222673,,2016-08-15,1.1219975,,2016-08-15,1.836863565
2015-08-04,0.666972968,,2016-08-16,1.152921899,,2016-08-16,1.862308887
2015-08-05,0.670087647,,2016-08-17,1.168698746,,2016-08-17,1.879954324
2015-08-06,0.662334661,,2016-08-18,1.161351499,,2016-08-18,1.874806695
2015-08-07,0.659459779,,2016-08-19,1.159659935,,2016-08-19,1.871674859
2015-08-10,0.672267945,,2016-08-22,1.16295518,,2016-08-22,1.874406781
2015-08-11,0.662710843,,2016-08-23,1.138254386,,2016-08-23,1.851657756
2015-08-12,0.663660898,,2016-08-24,1.142518917,,2016-08-24,1.850682011
2015-08-13,0.662385686,,2016-08-25,1.140814492,,2016-08-25,1.847612358
2015-08-14,0.666297649,,2016-08-26,1.162967165,,2016-08-26,1.868186215
2015-08-17,0.671509073,,2016-08-29,1.16541885,,2016-08-29,1.875865946
2015-08-18,0.668883544,,2016-08-30,1.160976205,,2016-08-30,1.869469621
2015-08-19,0.660628667,,2016-08-31,1.168967683,,2016-08-31,1.875085235
2015-08-20,0.639528497,,2016-09-01,1.205511385,,2016-09-01,1.911587552
2015-08-21,0.607677532,,2016-09-02,1.227460121,,2016-09-02,1.937737329
2015-08-24,0.568263839,,2016-09-06,1.237156199,,2016-09-06,1.950415086
2015-08-25,0.554741843,,2016-09-07,1.233761891,,2016-09-07,1.946874393
2015-08-26,0.593775702,,2016-09-08,1.075705649,,2016-09-08,1.786595137
2015-08-27,0.618073451,,2016-09-09,1.100227718,,2016-09-09,1.786595137
2015-08-28,0.618682187,,2016-09-12,1.085550665,,2016-09-12,1.786595137
2015-08-31,0.610290517,,2016-09-13,1.100381339,,2016-09-13,1.786595137
2015-09-01,0.580714071,,2016-09-14,1.100969016,,2016-09-14,1.786595137
2015-09-02,0.599007045,,2016-09-15,1.090859742,,2016-09-15,1.786595137
2015-09-03,0.600171839,,2016-09-16,1.094632037,,2016-09-16,1.786595137
2015-09-04,0.584842243,,2016-09-19,1.09465064,,2016-09-19,1.786595137
2015-09-08,0.609925297,,2016-09-20,1.094351502,,2016-09-20,1.786595137
2015-09-09,0.596027736,,2016-09-21,1.08343434,,2016-09-21,1.786595137
2015-09-10,0.601305691,,2016-09-22,1.072588473,,2016-09-22,1.782249055
2015-09-11,0.605792735,,2016-09-23,1.025040504,,2016-09-23,1.728964311
2015-09-14,0.601703079,,2016-09-26,1.033628266,,2016-09-26,1.728964311
2015-09-15,0.61453439,,2016-09-27,1.027184096,,2016-09-27,1.728964311
2015-09-16,0.623239805,,2016-09-28,0.990436753,,2016-09-28,1.697513522
2015-09-17,0.620678745,,2016-09-29,1.021797712,,2016-09-29,1.719553069
2015-09-18,0.604514579,,2016-09-30,1.015925301,,2016-09-30,1.721648628
2015-09-21,0.609080363,,2016-10-03,1.020535201,,2016-10-03,1.722997832
2015-09-22,0.596761934,,2016-10-04,1.025490763,,2016-10-04,1.722997832
2015-09-23,0.594713291,,2016-10-05,1.021194073,,2016-10-05,1.722997832
2015-09-24,0.591350306,,2016-10-06,1.02004549,,2016-10-06,1.72233081
2015-09-25,0.590884513,,2016-10-07,1.033844976,,2016-10-07,1.732876811
2015-09-28,0.565218423,,2016-10-10,1.001101673,,2016-10-10,1.704739414
2015-09-29,0.566451276,,2016-10-11,1.013548145,,2016-10-11,1.704739414
2015-09-30,0.585526832,,2016-10-12,1.012401556,,2016-10-12,1.704739414
2015-10-01,0.587500716,,2016-10-13,1.01550082,,2016-10-13,1.704739414
2015-10-02,0.601816005,,2016-10-14,1.015299215,,2016-10-14,1.704739414
2015-10-05,0.620105846,,2016-10-17,1.018337209,,2016-10-17,1.704739414
2015-10-06,0.61651761,,2016-10-18,1.012176806,,2016-10-18,1.704739414
2015-10-07,0.624553244,,2016-10-19,1.009984835,,2016-10-19,1.704739414
2015-10-08,0.633371679,,2016-10-20,1.022007168,,2016-10-20,1.715386024
2015-10-09,0.634096791,,2016-10-21,1.057394482,,2016-10-21,1.750689196
2015-10-12,0.635372268,,2016-10-24,1.041895915,,2016-10-24,1.739940469
2015-10-13,0.628546844,,2016-10-25,1.021090146,,2016-10-25,1.715336972
2015-10-14,0.623830569,,2016-10-26,1.005545051,,2016-10-26,1.698051466
2015-10-15,0.638683343,,2016-10-27,1.008531778,,2016-10-27,1.698051466
2015-10-16,0.643253817,,2016-10-28,1.011640078,,2016-10-28,1.698051466
2015-10-19,0.643524363,,2016-10-31,1.011762354,,2016-10-31,1.698051466
2015-10-20,0.642103273,,2016-11-01,1.018549237,,2016-11-01,1.698051466
2015-10-21,0.636277857,,2016-11-02,1.025074738,,2016-11-02,1.698051466
2015-10-22,0.652905429,,2016-11-03,1.029498139,,2016-11-03,1.698051466
2015-10-23,0.663935774,,2016-11-04,1.031164269,,2016-11-04,1.698051466
2015-10-26,0.662022673,,2016-11-07,1.008940725,,2016-11-07,1.698051466
2015-10-27,0.659468555,,2016-11-08,1.005168751,,2016-11-08,1.698051466
2015-10-28,0.671308588,,2016-11-09,0.99409173,,2016-11-09,1.698051466
2015-10-29,0.670858814,,2016-11-10,0.992140985,,2016-11-10,1.698051466
2015-10-30,0.666048936,,2016-11-11,0.993538935,,2016-11-11,1.698051466
2015-11-02,0.677922754,,2016-11-14,1.036372628,,2016-11-14,1.740769656
2015-11-03,0.680650821,,2016-11-15,1.022589044,,2016-11-15,1.73446687
2015-11-04,0.677105454,,2016-11-16,1.0529674,,2016-11-16,1.763262962
2015-11-05,0.675973306,,2016-11-17,1.05273002,,2016-11-17,1.767701951
2015-11-06,0.675625684,,2016-11-18,1.100660619,,2016-11-18,1.813245752
2015-11-09,0.665802955,,2016-11-21,1.087798278,,2016-11-21,1.807844812
2015-11-10,0.66731355,,2016-11-22,1.083271874,,2016-11-22,1.80548384
2015-11-11,0.664085464,,2016-11-23,1.089326871,,2016-11-23,1.812346862
2015-11-12,0.650095088,,2016-11-25,1.076363289,,2016-11-25,1.803297666
2015-11-13,0.638887723,,2016-11-28,1.088496406,,2016-11-28,1.810176248
2015-11-16,0.653790989,,2016-11-29,1.084451996,,2016-11-29,1.807467131
2015-11-17,0.652451609,,2016-11-30,1.049665952,,2016-11-30,1.770027683
2015-11-18,0.668614061,,2016-12-01,1.054163101,,2016-12-01,1.771009303
2015-11-19,0.667490952,,2016-12-02,1.117997498,,2016-12-02,1.835240706
2015-11-20,0.671301148,,2016-12-05,1.144311645,,2016-12-05,1.867376159
2015-11-23,0.670066287,,2016-12-06,1.138445674,,2016-12-06,1.864921076
2015-11-24,0.671288283,,2016-12-07,1.122373807,,2016-12-07,1.86201245
2015-11-25,0.671159151,,2016-12-08,1.131209662,,2016-12-08,1.873007649
2015-11-27,0.671752768,,2016-12-09,1.117391441,,2016-12-09,1.865128412
2015-11-30,0.667111771,,2016-12-12,1.109915856,,2016-12-12,1.856515392
2015-12-01,0.677792345,,2016-12-13,1.105181361,,2016-12-13,1.858320673
2015-12-02,0.666796652,,2016-12-14,1.127827219,,2016-12-14,1.872849358
2015-12-03,0.652423125,,2016-12-15,1.135933356,,2016-12-15,1.884838723
2015-12-04,0.672948794,,2016-12-16,1.173664648,,2016-12-16,1.920819393
2015-12-07,0.665959291,,2016-12-19,1.191066846,,2016-12-19,1.940196711
2015-12-08,0.659469389,,2016-12-20,1.203322219,,2016-12-20,1.956089597
2015-12-09,0.651730404,,2016-12-21,1.187988109,,2016-12-21,1.938298125
2015-12-10,0.653981791,,2016-12-22,1.195264408,,2016-12-22,1.94371145
2015-12-11,0.634559024,,2016-12-23,1.206851769,,2016-12-23,1.956550526
2015-12-14,0.639314584,,2016-12-27,1.170050155,,2016-12-27,1.921997286
2015-12-15,0.649933145,,2016-12-28,1.162205944,,2016-12-28,1.905796545
2015-12-16,0.664448114,,2016-12-29,1.141726458,,2016-12-29,1.885023755
2015-12-17,0.649407594,,2016-12-30,1.217477948,,2016-12-30,1.956138194
2015-12-18,0.631610374,,2017-01-03,1.261120693,,2017-01-03,2.008267514
2015-12-21,0.639388776,,2017-01-04,1.258617009,,2017-01-04,2.011486104
2015-12-22,0.648205512,,2017-01-05,1.272901193,,2017-01-05,2.024999617
2015-12-23,0.66062358,,2017-01-06,1.271398622,,2017-01-06,2.027014006
2015-12-24,0.659024944,,2017-01-09,1.281552635,,2017-01-09,2.033619424
2015-12-28,0.656846384,,2017-01-10,1.303331046,,2017-01-10,2.055397836
2015-12-29,0.667476147,,2017-01-11,1.300966747,,2017-01-11,2.055863174
2015-12-30,0.660258918,,2017-01-12,1.300413612,,2017-01-12,2.05316523
2015-12-31,0.650847005,,2017-01-13,1.301362316,,2017-01-13,2.055963775
2016-01-04,0.635543274,,2017-01-17,1.308980981,,2017-01-17,2.060614938
2016-01-05,0.6375555,,2017-01-18,1.295828301,,2017-01-18,2.049226012
2016-01-06,0.624440104,,2017-01-19,1.338587185,,2017-01-19,2.088375587
2016-01-07,0.600739661,,2017-01-20,1.343332728,,2017-01-20,2.096487368
2016-01-08,0.589901286,,2017-01-23,1.392424302,,2017-01-23,2.142888817
2016-01-11,0.590754558,,2017-01-24,1.41063758,,2017-01-24,2.167666688
2016-01-12,0.598557357,,2017-01-25,1.397442221,,2017-01-25,2.16249742
2016-01-13,0.573591904,,2017-01-26,1.41007836,,2017-01-26,2.174398174
2016-01-14,0.59028781,,2017-01-27,1.382536674,,2017-01-27,2.145990024
2016-01-15,0.568688712,,2017-01-30,1.393149405,,2017-01-30,2.150593212
2016-01-19,0.569220534,,2017-01-31,1.411519209,,2017-01-31,2.168073111
2016-01-20,0.557526678,,2017-02-01,1.403048016,,2017-02-01,2.159900281
2016-01-21,0.562722117,,2017-02-02,1.422909894,,2017-02-02,2.180332468
2016-01-22,0.583005818,,2017-02-03,1.416180724,,2017-02-03,2.180868057
2016-01-25,0.567367836,,2017-02-06,1.410394196,,2017-02-06,2.172966172
2016-01-26,0.581512171,,2017-02-07,1.413071208,,2017-02-07,2.175870013
2016-01-27,0.570648687,,2017-02-08,1.422884173,,2017-02-08,2.1863763
2016-01-28,0.576177265,,2017-02-09,1.425236433,,2017-02-09,2.194481106
2016-01-29,0.600937482,,2017-02-10,1.453329026,,2017-02-10,2.22613975
2016-02-01,0.600494246,,2017-02-13,1.491138033,,2017-02-13,2.269194602
2016-02-02,0.581751155,,2017-02-14,1.450373577,,2017-02-14,2.232437481
2016-02-03,0.586743194,,2017-02-15,1.440149755,,2017-02-15,2.227205968
2016-02-04,0.588269926,,2017-02-16,1.440047129,,2017-02-16,2.226239224
2016-02-05,0.56978868,,2017-02-17,1.432291545,,2017-02-17,2.220162197
2016-02-08,0.555634744,,2017-02-21,1.424140504,,2017-02-21,2.218059221
2016-02-09,0.554971124,,2017-02-22,1.425222704,,2017-02-22,2.218059221
2016-02-10,0.554782173,,2017-02-23,1.424803717,,2017-02-23,2.218059221
2016-02-11,0.542481012,,2017-02-24,1.423310353,,2017-02-24,2.218059221
2016-02-12,0.561999061,,2017-02-27,1.42229237,,2017-02-27,2.218059221
2016-02-16,0.578515716,,2017-02-28,1.424870746,,2017-02-28,2.218059221
2016-02-17,0.594996155,,2017-03-01,1.411196892,,2017-03-01,2.218059221
2016-02-18,0.590330441,,2017-03-02,1.417056772,,2017-03-02,2.218059221
2016-02-19,0.590304408,,2017-03-03,1.416552895,,2017-03-03,2.218059221
2016-02-22,0.604758605,,2017-03-06,1.419410926,,2017-03-06,2.217640011
2016-02-23,0.592304234,,2017-03-07,1.41866364,,2017-03-07,2.213979352
2016-02-24,0.59674402,,2017-03-08,1.420947855,,2017-03-08,2.213979352
2016-02-25,0.608092296,,2017-03-09,1.42014796,,2017-03-09,2.213979352
